method,C,money_mean,money_se,n_seeds,accept_mean,flush_mean,reported
sc_nocond,800.0,3895.3619444444444,102.16402560659151,3,6423.048055555555,252.7686111111111,
sc_shuffled,800.0,3643.760277777778,144.43171967642107,3,6056.154722222222,241.23944444444444,
sc_nocond,1200.0,13235.173194444445,99.85811345282477,3,18688.10375,545.2930555555555,
sc_shuffled,1200.0,13251.598194444445,216.61515039456322,3,19041.69402777778,579.0095833333334,
