method,C,seed,money,accept,flush,drop
ja_ppo,1200.0,123,-3296.7533333333336,43.24666666666667,334.0,998.35875
sc_fac,1200.0,123,281.02875,403.6245833333333,12.259583333333333,987.6270833333333
FWF,1200.0,rule,7639.977916666667,10503.34875,286.33708333333334,686.6633333333333
FA,1200.0,rule,8826.01625,11380.532916666667,255.45166666666665,655.7779166666667
ifac,1200.0,123,280.64625,289.0129166666667,0.8366666666666667,990.9579166666666
